pathway_id,from_stop_id,to_stop_id,pathway_mode,is_bidirectional,length,traversal_time,stair_count,max_slope,min_width,signposted_as,reversed_signposted_as
B06_E06_124118,NODE_B06_E06_ESC1_TP,PLF_B06_E06_RD_GLENMONT,1,1,84.821692,85,,,,,Exit/Transfer to Green/Yellow Line
B06_E06_124119,NODE_B06_E06_ESC1_BT,NODE_B06_E06_ELE_MZ,1,1,21.33570243,5,,,,Wheelchair Accessible Elevator,
B06_E06_124120,NODE_B06_E06_ELE_MZ,NODE_B06_E06_ELE_UPLF,5,1,9.89937181,180,,,,,
B06_E06_124121,NODE_B06_E06_ELE_UPLF,PLF_B06_E06_RD_SHADY_GROVE,1,1,17.73190021,4,,,,,Wheelchair Accessible Elevator Exit/Transfer to Green/Yellow Line
B06_E06_124123,NODE_B06_E06_ELE_UPLF,PLF_B06_E06_RD_GLENMONT,1,1,13.49605836,3,,,,,Wheelchair Accessible Elevator Exit/Transfer to Green/Yellow Line
B06_E06_124125,NODE_B06_E06_FG_PAID,NODE_B06_E06_ESC3_TP,1,1,101.7464308,22,,,,To GR Greenbelt/Branch Ave/YL Huntington,
B06_E06_124126,NODE_B06_E06_FG_PAID,NODE_B06_E06_ESC2_BT,1,1,132.120619,29,,,,"To Red Line Shady Grove, Glenmont",
B06_E06_124127,NODE_B06_E06_ESC2_BT,NODE_B06_E06_ESC2_TP,4,0,64.04607635,32,,,,,
B06_E06_124128,NODE_B06_E06_ESC2_TP,NODE_B06_E06_ESC2_BT,4,0,64.04697284,32,,,,,
B06_E06_124129,NODE_B06_E06_ESC2_TP,PLF_B06_E06_RD_SHADY_GROVE,1,1,116.6326901,25,,,,,Exit/Transfer to Green/Yellow Line
B06_E06_124130,NODE_B06_E06_ESC2_TP,PLF_B06_E06_RD_GLENMONT,1,1,116.306277,25,,,,,Exit/Transfer to Green/Yellow Line
B06_E06_124131,NODE_B06_E06_ESC3_TP,NODE_B06_E06_ESC3_BT,2,1,28.27800791,19,22,,,,"Kiss & Ride/Buses,Parking/Glenmont Shady Grove"
B06_E06_124132,NODE_B06_E06_ESC3_BT,PLF_B06_E06_GR_YL_GREENBELT,1,1,67.42881087,15,,,,Greenbelt,Exit/Transfer to Red Line
B06_E06_124133,NODE_B06_E06_ESC3_BT,PLF_B06_E06_GR_YL_BRANCH_AVE_HUNTINGTON,1,1,67.38536668,15,,,,Branch Ave,Exit/Transfer to Red Line
B06_E06_124134,NODE_B06_E06_FG_PAID,NODE_B06_E06_ESC4_TP,1,1,169.762957,37,,,,To GR Greenbelt/Branch Ave/YL Huntington,
B06_E06_124135,NODE_B06_E06_ESC4_TP,NODE_B06_E06_ESC4_BT,4,0,50.36457176,25,,,,,
B06_E06_124136,NODE_B06_E06_ESC4_BT,NODE_B06_E06_ESC4_TP,4,0,50.36443822,25,,,,,"Kiss & Ride/Buses,Parking/Glenmont Shady Grove"
B06_E06_124137,NODE_B06_E06_ELE_MZ,NODE_B06_E06_ELE_LPLF,5,1,9.964870835,180,,,,,
B06_E06_124138,NODE_B06_E06_ELE_LPLF,PLF_B06_E06_GR_YL_BRANCH_AVE_HUNTINGTON,1,1,116.5882622,25,,,,Branch Ave,Wheelchair Accessible Elevator Exit/Transfer to Red Line
B06_E06_124139,NODE_B06_E06_ELE_LPLF,PLF_B06_E06_GR_YL_GREENBELT,1,1,127.1264401,28,,,,Greenbelt,Wheelchair Accessible Elevator Exit/Transfer to Red Line
B06_E06_124140,NODE_B06_E06_ESC4_BT,PLF_B06_E06_GR_YL_GREENBELT,1,1,8.337158856,2,,,,,Exit/Transfer to Red Line
B06_E06_124142,NODE_B06_E06_ESC4_BT,PLF_B06_E06_GR_YL_BRANCH_AVE_HUNTINGTON,1,1,8.478989879,2,,,,,Exit/Transfer to Red Line
B06_E06_124143,PLF_B06_E06_RD_SHADY_GROVE,PF_B06_C,1,1,27.11128558,6,,,,,
B06_E06_124144,PLF_B06_E06_RD_GLENMONT,PF_B06_C,1,1,23.8503285,5,,,,,
B06_E06_124147,PLF_B06_E06_GR_YL_GREENBELT,PF_E06_C,1,1,176.2981742,38,,,,,
B06_E06_124148,PLF_B06_E06_GR_YL_BRANCH_AVE_HUNTINGTON,PF_E06_C,1,1,176.3427281,38,,,,,
B06_E06_124149,NODE_B06_E06_ELE_UPLF,NODE_B06_E06_ELE_LPLF,5,1,11.93405734,180,,,,,
B05_123110,ENT_B05_E,NODE_B05_E_ESC_BT,2,1,58.44520414,39,45,,,,
B05_123111,NODE_B05_E_ESC_BT,ENT_B05_E,4,0,57.45379906,29,,,,,
B05_123112,NODE_B05_E_ESC_BT,NODE_B05_MZ,1,1,105.8415147,23,,,,,10th Street Buses/Shuttle Bus Entrance
B05_123113,ENT_B05_EL,NODE_B05_ELE1_TP,1,1,4.775950562,1,,,,Brookland-CUA Station Elevator to Mezzanine,
B05_123114,NODE_B05_ELE1_TP,NODE_B05_ELE1_BT,5,1,7.390511533,180,,,,,
B05_123115,NODE_B05_ELE1_BT,NODE_B05_MZ,1,1,100.1605689,22,,,,,10th Street Buses/Elevator to Street
B05_123116,ENT_B05_W,NODE_B05_W_ESC_BT,2,1,61.61234427,41,42,,,,
B05_123117,NODE_B05_W_ESC_BT,ENT_B05_W,4,0,62.04941456,31,,,,,
B05_123118,NODE_B05_W_ESC_BT,NODE_B05_MZ,1,1,99.9502611,22,,,,,John McCormack Dr. Catholic Univ
B05_123137,NODE_B05_MZ,NODE_B05_FG1_UNPAID,1,1,46.58162736,10,,,,,
B05_123138,NODE_B05_FG1_UNPAID,NODE_B05_FG1_PAID,6,0,5.889994806,5,,,,,
B05_123139,NODE_B05_FG1_PAID,NODE_B05_FG1_UNPAID,7,0,5.889994806,5,,,,,
B05_123140,NODE_B05_FG1_PAID,NODE_B05_MZ_ESC_BT,1,1,41.2815968,9,,,,,
B05_123141,NODE_B05_MZ_ESC_BT,NODE_B05_MZ_ESC_TP,4,0,69.73666807,35,,,,,
B05_123142,NODE_B05_MZ_ESC_TP,NODE_B05_MZ_ESC_BT,4,0,69.67516587,35,,,,,
B05_123143,NODE_B05_MZ_ESC_TP,PLF_B05_RD_SHADY_GROVE,1,1,8.508774636,2,,,,Red Line to Shady Grove,
B05_123144,NODE_B05_MZ_ESC_TP,PLF_B05_RD_GLENMONT,1,1,8.378595878,2,,,,Red Line to Glenmont,
B05_123145,NODE_B05_MZ,NODE_B05_FG2_UNPAID,1,1,51.94523763,11,,,,,
B05_123146,NODE_B05_FG2_UNPAID,NODE_B05_FG2_PAID,6,0,9.601419476,5,,,,,
B05_123147,NODE_B05_FG2_PAID,NODE_B05_FG2_UNPAID,7,0,9.601419476,5,,,,,
B05_123148,NODE_B05_FG2_PAID,NODE_B05_ELE2_BT,1,1,5.021133855,1,,,,Wheelchair Accessible Elevator,
B05_123149,NODE_B05_ELE2_BT,NODE_B05_ELE2_TP,5,1,10.4999318,180,,,,,
B05_123150,NODE_B05_ELE2_TP,PLF_B05_RD_SHADY_GROVE,1,1,139.968481,30,,,,Red Line to Shady Grove,Wheelchair Accessible Elevator
B05_123151,NODE_B05_ELE2_TP,PLF_B05_RD_GLENMONT,1,1,136.123125,30,,,,Red Line to Glenmont,Wheelchair Accessible Elevator
B05_123152,PLF_B05_RD_SHADY_GROVE,PF_B05_C,1,1,51.56400057,11,,,,,
B05_123153,PLF_B05_RD_GLENMONT,PF_B05_C,1,1,56.45546407,12,,,,,
B04_122110,ENT_B04_M,NODE_B04_MZ,1,1,29.65460088,6,,,,,
B04_122115,NODE_B04_ESC1_BT,NODE_B04_ESC1_TP,4,0,51.37681786,26,,,,,
B04_122116,NODE_B04_ESC1_TP,NODE_B04_ESC1_BT,4,0,51.37451314,26,,,,,
B04_122117,NODE_B04_ESC1_TP,PLF_B04_RD_SHADY_GROVE,1,1,13.09575609,3,,,,Red Line To Shady Grove,Exit
B04_122118,NODE_B04_ESC1_TP,PLF_B04_RD_GLENMONT,1,1,14.14132845,3,,,,Red Line To Glenmont,Exit
B04_122120,NODE_B04_ESC2_BT,NODE_B04_ESC2_TP,4,0,45.49208057,23,,,,,
B04_122121,NODE_B04_ESC2_TP,PLF_B04_RD_SHADY_GROVE,1,1,55.54107247,12,,,,Red Line To Shady Grove,Exit
B04_122122,NODE_B04_ESC2_TP,PLF_B04_RD_GLENMONT,1,1,63.2198236,14,,,,Red Line To Glenmont,Exit
B04_122124,NODE_B04_ELE_BT,NODE_B04_ELE_TP,5,1,8.208279072,180,,,,,
B04_122125,NODE_B04_ELE_TP,PLF_B04_RD_SHADY_GROVE,1,1,72.61865248,16,,,,Red Line To Shady Grove,Wheelchair Accessible Elevator
B04_122126,NODE_B04_ELE_TP,PLF_B04_RD_GLENMONT,1,1,67.61311659,15,,,,Red Line To Glenmont,Wheelchair Accessible Elevator
B04_122130,NODE_B04_MZ,NODE_B04_FG_UNPAID,1,1,13.51453471,3,,,,,
B04_122131,NODE_B04_FG_UNPAID,NODE_B04_FG_PAID,6,0,5.593306652,5,,,,,
B04_122132,NODE_B04_FG_PAID,NODE_B04_FG_UNPAID,7,0,5.593306652,5,,,,,
B04_122133,NODE_B04_FG_PAID,NODE_B04_ESC1_BT,1,1,33.45702855,7,,,,,
B04_122134,NODE_B04_FG_PAID,NODE_B04_ESC2_BT,1,1,89.57640556,19,,,,,
B04_122135,NODE_B04_FG_PAID,NODE_B04_ELE_BT,1,1,117.8679144,26,,,,Wheelchair Accessible Elevator,
B04_122127,PLF_B04_RD_SHADY_GROVE,PF_B04_C,1,1,42.17241555,9,,,,,
B04_122128,PLF_B04_RD_GLENMONT,PF_B04_C,1,1,41.88127344,9,,,,,
B03_121110,ENT_B03_AMTRAK,NODE_B03_N_ESC1_BT,4,0,44.13131443,22,,,,,
B03_121111,NODE_B03_N_ESC1_BT,ENT_B03_AMTRAK,4,0,44.08370805,22,,,,,
B03_121112,NODE_B03_N_ESC1_BT,NODE_B03_N_FG1_UNPAID,1,1,25.75593519,6,,,,"RD Trains to Shady Grove, Glenmont","Amtrack, Commuter Trains, Shopping Mall"
B03_121113,NODE_B03_N_FG1_UNPAID,NODE_B03_N_FG1_PAID,6,0,6.123036332,5,,,,,
B03_121114,NODE_B03_N_FG1_PAID,NODE_B03_N_FG1_UNPAID,7,0,6.123036332,5,,,,,
B03_121115,NODE_B03_N_FG1_PAID,NODE_B03_N_MZ,1,1,29.48720715,6,,,,,
B03_121117,NODE_B03_N_ELE1_TP,NODE_B03_N_ELE1_BT,5,1,8.938040482,180,,,,,
B03_121118,NODE_B03_N_ELE1_BT,NODE_B03_N_FG2_UNPAID,1,1,27.95410619,6,,,,,Elevator To Amtrack & Commuter Trains
B03_121119,NODE_B03_N_FG2_UNPAID,NODE_B03_N_FG2_PAID,6,0,6.230698368,5,,,,,
B03_121120,NODE_B03_N_FG2_PAID,NODE_B03_N_FG2_UNPAID,7,0,6.230698368,5,,,,,
B03_121121,NODE_B03_N_FG2_PAID,NODE_B03_N_MZ,1,1,12.46775752,3,,,,,
B03_121122,ENT_B03_N,NODE_B03_N_FG1_UNPAID,1,1,87.79343707,19,,,,,Exit to 1st St
B03_121123,NODE_B03_N_MZ,NODE_B03_N_ESC2_TP,1,1,8.948424455,2,,,,,
B03_121124,NODE_B03_N_ESC2_TP,NODE_B03_N_ESC2_BT,4,0,59.74414521,30,,,,RD All Trains,
B03_121125,NODE_B03_N_ESC2_BT,NODE_B03_N_ESC2_TP,4,0,59.9212972,30,,,,Exit,
B03_121126,NODE_B03_N_ESC2_TP,NODE_B03_N_ELE2_TP,1,1,17.17646212,4,,,,Wheelchair Accessible Elevator,
B03_121127,NODE_B03_N_ELE2_TP,NODE_B03_N_ELE2_BT,5,1,8.554977129,180,,,,,
B03_121128,NODE_B03_N_ELE2_BT,NODE_B03_N_ESC2_BT,1,1,27.66906438,6,,,,,Wheelchair Accessible Elevator
B03_121129,NODE_B03_N_ESC2_BT,PLF_B03_RD_SHADY_GROVE,1,1,280.797855,61,,,,Shady Grove RD,
B03_121130,NODE_B03_N_ESC2_BT,PLF_B03_RD_GLENMONT,1,1,281.7631699,61,,,,RD Glenmont,
B03_121131,ENT_B03_S,NODE_B03_S_ESC1_BT,4,0,86.72371846,43,,,,,
B03_121132,NODE_B03_S_ESC1_BT,ENT_B03_S,4,0,86.87889026,43,,,,,
B03_121133,NODE_B03_S_ESC1_BT,NODE_B03_S_MZ,1,1,92.52774347,20,,,,,Up to Mass Ave/Union Station Stops-Straight Ahead
B03_121134,NODE_B03_S_MZ,NODE_B03_S_FG_UNPAID,1,1,19.79118032,4,,,,,Exit to Mass Ave/Union Station Shops
B03_121135,NODE_B03_S_FG_UNPAID,NODE_B03_S_FG_PAID,6,0,5.734528077,5,,,,,
B03_121136,NODE_B03_S_FG_PAID,NODE_B03_S_FG_UNPAID,7,0,5.734528077,5,,,,,
B03_121137,NODE_B03_S_FG_PAID,NODE_B03_S_ESC2_TP,1,1,83.19198804,18,,,,RD Shady Grove/Glenmont,
B03_121138,NODE_B03_S_ESC2_TP,NODE_B03_S_ESC2_BT,4,0,47.75071953,24,,,,,
B03_121139,NODE_B03_S_ESC2_BT,NODE_B03_S_ESC2_TP,2,1,47.85449424,32,21,,,,
B03_121140,NODE_B03_S_ESC2_BT,PLF_B03_RD_SHADY_GROVE,1,1,194.4191323,42,,,,RD Shady Grove,
B03_121141,NODE_B03_S_ESC2_BT,PLF_B03_RD_GLENMONT,1,1,195.9608302,43,,,,RD Glenmont,
B03_121142,NODE_B03_S_FG_PAID,NODE_B03_S_ESC3_TP,1,1,29.9481899,7,,,,,Union Station Shops
B03_121143,NODE_B03_S_ESC3_TP,NODE_B03_S_ESC3_BT,4,0,49.02621866,25,,,,,
B03_121144,NODE_B03_S_ESC3_BT,NODE_B03_S_ESC3_TP,4,0,49.02597937,25,,,,,
B03_121145,NODE_B03_S_ESC3_BT,PLF_B03_RD_SHADY_GROVE,1,1,12.78599857,3,,,,RD Shady Grove,
B03_121147,NODE_B03_S_ESC3_BT,PLF_B03_RD_GLENMONT,1,1,13.58850345,3,,,,RD Glenmont,
B03_121150,ENT_B03_AMTRAK,NODE_B03_N_ELE1_TP,1,1,37.37798022,8,,,,Elevator to Metro,
B03_121151,PLF_B03_RD_SHADY_GROVE,PF_B03_C,1,1,21.48675417,5,,,,,
B03_121152,PLF_B03_RD_GLENMONT,PF_B03_C,1,1,22.08653722,5,,,,,
B02_120110,ENT_B02_N,NODE_B02_N_ESC1_BT,4,0,86.85366564,43,,,,Judiciary Square Station,
B02_120111,NODE_B02_N_ESC1_BT,ENT_B02_N,4,0,86.90837533,43,,,,,
B02_120112,NODE_B02_N_ESC1_BT,NODE_B02_N_MZ,1,1,91.48078921,20,,,,,"Exit to F St, National Police Memorial, National Building Museum"
B02_120113,NODE_B02_N_MZ,NODE_B02_N_FG_UNPAID,1,1,16.69578145,4,,,,,
B02_120114,NODE_B02_N_FG_UNPAID,NODE_B02_N_FG_PAID,6,0,6.161132468,5,,,,,
B02_120115,NODE_B02_N_FG_PAID,NODE_B02_N_FG_UNPAID,7,0,6.161132468,5,,,,,
B02_120116,NODE_B02_N_FG_PAID,NODE_B02_N_ESC2_TP,1,1,58.60012969,13,,,,RD Shady Grove,
B02_120117,NODE_B02_N_ESC2_TP,NODE_B02_N_ESC2_BT,4,0,33.69678096,17,,,,,
B02_120118,NODE_B02_N_ESC2_BT,PLF_B02_RD_SHADY_GROVE,1,1,75.77454975,16,,,,,
B02_120119,NODE_B02_N_FG_PAID,NODE_B02_N_ESC3_TP,1,1,58.54340191,13,,,,RD Glenmont,
B02_120120,NODE_B02_N_ESC3_TP,NODE_B02_N_ESC3_BT,4,0,33.65759927,17,,,,,
B02_120121,NODE_B02_N_ESC3_BT,PLF_B02_RD_GLENMONT,1,1,75.02867111,16,,,,,
B02_120122,NODE_B02_N_FG_PAID,NODE_B02_N_ESC5_TP,1,1,109.9937071,24,,,,,
B02_120123,NODE_B02_N_ESC5_BT,NODE_B02_N_ESC5_TP,4,0,32.5826813,16,,,,,
B02_120124,NODE_B02_N_ESC5_BT,PLF_B02_RD_GLENMONT,1,1,11.72176093,3,,,,,Exit to F Street/National Police Memorial/National Building Museum
B02_120125,NODE_B02_N_FG_PAID,NODE_B02_N_ESC4_TP,1,1,108.6622708,24,,,,,
B02_120126,NODE_B02_N_ESC4_BT,NODE_B02_N_ESC4_TP,4,0,32.67418756,16,,,,,
B02_120127,NODE_B02_N_ESC4_BT,PLF_B02_RD_SHADY_GROVE,1,1,12.0608063,3,,,,,Exit to F Street/National Police Memorial/National Building Museum
B02_120128,ENT_B02_NW_EL,NODE_B02_NW_ELE1_TP,1,1,4.909131978,1,,,,For Trains To Glenmont,
B02_120129,NODE_B02_NW_ELE1_TP,NODE_B02_NW_ELE1_BT,5,1,5.712454978,180,,,,,
B02_120130,NODE_B02_NW_ELE1_BT,NODE_B02_NW_FG1_UNPAID,1,1,18.7007987,4,,,,,
B02_120131,NODE_B02_NW_FG1_UNPAID,NODE_B02_NW_FG1_PAID,6,0,4.109643972,5,,,,,
B02_120132,NODE_B02_NW_FG1_PAID,NODE_B02_NW_FG1_UNPAID,7,0,4.109643972,5,,,,,
B02_120133,NODE_B02_NW_FG1_PAID,PLF_B02_RD_GLENMONT,1,1,146.6870406,32,,,,,Wheelchair Accessible Elevator
B02_120134,ENT_B02_NE_EL,NODE_B02_NW_ELE2_TP,1,1,4.772498035,1,,,,For Trains To Shady Grove,
B02_120135,NODE_B02_NW_ELE2_TP,NODE_B02_NW_ELE2_BT,5,1,5.73634845,180,,,,,
B02_120136,NODE_B02_NW_ELE2_BT,NODE_B02_NW_FG2_UNPAID,1,1,20.64496473,4,,,,,
B02_120137,NODE_B02_NW_FG2_UNPAID,NODE_B02_NW_FG2_PAID,6,0,4.136395193,5,,,,,
B02_120138,NODE_B02_NW_FG2_PAID,NODE_B02_NW_FG2_UNPAID,7,0,4.136395193,5,,,,,
B02_120139,NODE_B02_NW_FG2_PAID,PLF_B02_RD_SHADY_GROVE,1,1,145.8576902,32,,,,,Wheelchair Accessible Elevator
B02_120140,ENT_B02_S,NODE_B02_S_ESC1_BT,4,0,90.05968322,45,,,,Judiciary Square Station,
B02_120141,NODE_B02_S_ESC1_BT,ENT_B02_S,4,0,90.05938685,45,,,,,
B02_120142,NODE_B02_S_ESC1_BT,NODE_B02_S_MZ,1,1,84.39017229,18,,,,,
B02_120143,NODE_B02_S_MZ,NODE_B02_S_FG_UNPAID,1,1,37.24809961,8,,,,,"Exit to 4th St, US & DC Courthouses"
B02_120144,NODE_B02_S_FG_UNPAID,NODE_B02_S_FG_PAID,6,0,6.248261645,5,,,,,
B02_120145,NODE_B02_S_FG_PAID,NODE_B02_S_FG_UNPAID,7,0,6.248261645,5,,,,,
B02_120146,NODE_B02_S_FG_PAID,NODE_B02_S_ESC2_TP,1,1,59.56790322,13,,,,RD Glenmont,
B02_120147,NODE_B02_S_ESC2_TP,NODE_B02_S_ESC2_BT,4,0,33.14343114,17,,,,,
B02_120148,NODE_B02_S_ESC2_BT,PLF_B02_RD_GLENMONT,1,1,352.419351,77,,,,,
B02_120149,NODE_B02_S_FG_PAID,NODE_B02_S_ESC3_TP,1,1,60.25690158,13,,,,RD Shady Grove,
B02_120150,NODE_B02_S_ESC3_TP,NODE_B02_S_ESC3_BT,4,0,33.1872752,17,,,,,
B02_120151,NODE_B02_S_ESC3_BT,PLF_B02_RD_SHADY_GROVE,1,1,350.745608,76,,,,,
B02_120152,NODE_B02_S_FG_PAID,NODE_B02_S_ESC4_TP,1,1,110.3179392,24,,,,,
B02_120153,NODE_B02_S_ESC4_BT,NODE_B02_S_ESC4_TP,4,0,32.0647654,16,,,,,
B02_120154,NODE_B02_S_ESC4_BT,PLF_B02_RD_GLENMONT,1,1,292.7030021,64,,,,,"Exit to 4th St, US & DC Courthouses"
B02_120155,NODE_B02_S_FG_PAID,NODE_B02_S_ESC5_TP,1,1,111.1477258,24,,,,,
B02_120156,NODE_B02_S_ESC5_BT,NODE_B02_S_ESC5_TP,4,0,32.00747446,16,,,,,
B02_120157,NODE_B02_S_ESC5_BT,PLF_B02_RD_SHADY_GROVE,1,1,291.6659149,63,,,,,"Exit to 4th St, US & DC Courthouses"
B02_120158,PLF_B02_RD_GLENMONT,PF_B02_1,1,1,141.0117457,31,,,,,
B02_120159,PLF_B02_RD_SHADY_GROVE,PF_B02_2,1,1,138.9482131,30,,,,,
B01_F01_119110,ENT_B01_F01_W,NODE_B01_F01_W_ESC1_BT,4,0,81.25686641,41,,,,Gallery Pl-Chinatown Station,
B01_F01_119111,NODE_B01_F01_W_ESC1_BT,ENT_B01_F01_W,4,0,81.25626044,41,,,,,
B01_F01_119112,NODE_B01_F01_W_ESC1_BT,NODE_B01_F01_W_MZ,1,1,41.61573129,9,,,,,"Exit to Galleries, 9th & G Streets"
B01_F01_119113,NODE_B01_F01_W_MZ,NODE_B01_F01_W_FG_UNPAID,1,1,18.21323228,4,,,,,
B01_F01_119114,NODE_B01_F01_W_FG_UNPAID,NODE_B01_F01_W_FG_PAID,6,0,4.000320198,5,,,,,
B01_F01_119115,NODE_B01_F01_W_FG_PAID,NODE_B01_F01_W_FG_UNPAID,7,0,4.000320198,5,,,,,
B01_F01_119116,NODE_B01_F01_W_FG_PAID,NODE_B01_F01_W_ESC2_TP,1,1,53.96786721,12,,,,RD To Shady Grove/GR YL All Trains,
B01_F01_119117,NODE_B01_F01_W_ESC2_TP,NODE_B01_F01_W_ESC2_BT,4,0,38.99992342,19,,,,,
B01_F01_119118,NODE_B01_F01_W_ESC2_BT,PLF_B01_F01_RD_SHADY_GROVE,1,1,69.31716305,15,,,,To Shady Grove via Metro Center,
B01_F01_119119,NODE_B01_F01_W_FG_PAID,NODE_B01_F01_W_ESC3_TP,1,1,54.88548824,12,,,,RD To Glenmont/GR YL All Trains,
B01_F01_119120,NODE_B01_F01_W_ESC3_TP,NODE_B01_F01_W_ESC3_BT,4,0,39.0002515,20,,,,,
B01_F01_119121,NODE_B01_F01_W_ESC3_BT,PLF_B01_F01_RD_GLENMONT,1,1,69.12290025,15,,,,RD To Glenmont via Union Station,
B01_F01_119122,NODE_B01_F01_W_FG_PAID,NODE_B01_F01_W_ESC4_TP,1,1,110.8575921,24,,,,,
B01_F01_119123,NODE_B01_F01_W_ESC4_BT,NODE_B01_F01_W_ESC4_TP,4,0,39.0002515,20,,,,,
B01_F01_119124,NODE_B01_F01_W_ESC4_BT,PLF_B01_F01_RD_SHADY_GROVE,1,1,8.641851732,2,,,,,"Exit to Galleries, 9th & G Streets"
B01_F01_119125,NODE_B01_F01_W_FG_PAID,NODE_B01_F01_W_ESC5_TP,1,1,111.486446,24,,,,,
B01_F01_119126,NODE_B01_F01_W_ESC5_BT,NODE_B01_F01_W_ESC5_TP,4,0,38.99992342,19,,,,,
B01_F01_119127,NODE_B01_F01_W_ESC5_BT,PLF_B01_F01_RD_GLENMONT,1,1,8.259148485,2,,,,,"Exit to Galleries, 9th & G Streets"
B01_F01_119130,ENT_B01_F01_E,NODE_B01_F01_E_ESC_BT,4,0,105.6640607,53,,,,,
B01_F01_119131,NODE_B01_F01_E_ESC_BT,ENT_B01_F01_E,4,0,105.2137769,53,,,,,
B01_F01_119132,ENT_B01_F01_E,NODE_B01_F01_E_ESC_BT,2,1,96.04861361,64,64,,,,
B01_F01_119133,NODE_B01_F01_E_ESC_BT,NODE_B01_F01_E_FG2_UNPAID,1,1,93.59818231,20,,,,,
B01_F01_119134,NODE_B01_F01_E_FG2_UNPAID,NODE_B01_F01_E_FG2_PAID,6,0,6.124332859,5,,,,,
B01_F01_119135,NODE_B01_F01_E_FG2_PAID,NODE_B01_F01_E_FG2_UNPAID,7,0,6.124332859,5,,,,,
B01_F01_119136,NODE_B01_F01_E_FG2_PAID,NODE_B01_F01_E_MZ,1,1,138.4753193,30,,,,,"Exit to Arena, 7th & F Streets"
B01_F01_119137,ENT_B01_F01_EL,NODE_B01_F01_E_ELE_TP,1,1,10.85313178,2,,,,Gallery Place Station Elevator to Train Platform,
B01_F01_119138,NODE_B01_F01_E_ELE_TP,NODE_B01_F01_E_ELE_BT,5,1,13.70217732,180,,,,,
B01_F01_119139,NODE_B01_F01_E_ELE_BT,NODE_B01_F01_E_FG1_UNPAID,1,1,52.32494554,11,,,,,7th St/Arena Elevator
B01_F01_119140,NODE_B01_F01_E_FG1_UNPAID,NODE_B01_F01_E_FG1_PAID,6,0,5.941917337,5,,,,,
B01_F01_119141,NODE_B01_F01_E_FG1_PAID,NODE_B01_F01_E_FG1_UNPAID,7,0,5.941917337,5,,,,,
B01_F01_119142,NODE_B01_F01_E_FG1_PAID,NODE_B01_F01_E_ELE1_TP,1,1,149.5353041,33,,,,"All Trains/Elevator to YL GR Line, RD Shady Grove",
B01_F01_119143,NODE_B01_F01_E_ELE1_TP,NODE_B01_F01_E_ELE1_BT,5,1,11.12963058,180,,,,,
B01_F01_119144,NODE_B01_F01_E_ELE1_BT,PLF_B01_F01_GR_YL_BRANCH_AVE_HUNTINGTON,1,1,218.1138044,47,,,,GR Branch Ave/YL Huntington/Trains to Shady Grove,Wheelchair Accessible Elevator/Transfer to Red Line Glenmont
B01_F01_119145,NODE_B01_F01_E_ELE1_BT,PLF_B01_F01_GR_YL_GREENBELT_FORT_TOTTEN,1,1,222.3257074,48,,,,GR Greenbelt/YL Fort Totten/Trains to Shady Grove,Wheelchair Accessible Elevator/Transfer to Red Line Glenmont
B01_F01_119146,ENT_B01_F01_N,NODE_B01_F01_E_ESC11_BT,4,0,87.01432316,19,,,,Gallery Pl-Chinatown Station,
B01_F01_119147,NODE_B01_F01_E_ESC11_BT,ENT_B01_F01_N,4,0,80.83572315,18,,,,,
B01_F01_119148,NODE_B01_F01_E_ESC11_BT,NODE_B01_F01_E_ESC12_TP,1,1,82.28169025,41,,,,,
B01_F01_119149,NODE_B01_F01_E_ESC12_TP,NODE_B01_F01_E_ESC12_BT,4,0,61.1206341,13,,,,,
B01_F01_119150,NODE_B01_F01_E_ESC12_BT,NODE_B01_F01_E_ESC12_TP,4,0,55.9861227,12,,,,,
B01_F01_119151,NODE_B01_F01_E_ESC12_BT,NODE_B01_F01_N_MZ,1,1,54.19641559,27,,,,,
B01_F01_119152,NODE_B01_F01_N_MZ,NODE_B01_F01_E_FG3_UNPAID,1,1,20.79535864,10,,,,,
B01_F01_119153,NODE_B01_F01_E_FG3_UNPAID,NODE_B01_F01_E_FG3_PAID,6,0,4.207033062,5,,,,,
B01_F01_119154,NODE_B01_F01_E_FG3_PAID,NODE_B01_F01_E_FG3_UNPAID,7,0,4.207033062,5,,,,,
B01_F01_119155,NODE_B01_F01_E_FG3_PAID,NODE_B01_F01_E_ESC10_TP,1,1,23.14139104,5,,,,GR YL All Trains,Exit to 7th & H Streets Chinatown
B01_F01_119156,NODE_B01_F01_E_ESC10_TP,NODE_B01_F01_E_ESC10_BT,4,0,60.14044097,30,,,,"GR Train to Branch Ave,Greenbelt/YL Trains to Huntington,Mt Vernon Sq",
B01_F01_119157,NODE_B01_F01_E_ESC10_BT,NODE_B01_F01_E_ESC10_TP,4,0,60.14008742,30,,,,"Exit to Chinatown, 7th & H Streets",
B01_F01_119158,NODE_B01_F01_E_ESC10_BT,PLF_B01_F01_GR_YL_BRANCH_AVE_HUNTINGTON,1,1,176.4198502,38,,,,GR Branch Ave/YL Huntington,Exit/Transfer to Red Line Shady Grove
B01_F01_119159,NODE_B01_F01_E_ESC10_BT,PLF_B01_F01_GR_YL_GREENBELT_FORT_TOTTEN,1,1,176.6358867,38,,,,GR Greenbelt/YL Fort Totten,Exit/Transfer to Red Line Shady Grove
